,rank,id,form_id,name,form,alias,move,move_rate,nature,nature_rate,ability,ability_rate,item,item_rate,terastal,terastal_rate
0970-000,22,970,0,キラフロル,,キラフロル,"['ステルスロック', 'キラースピン', 'パワージェム', 'どくびし', 'だいちのちから', 'マッドショット', 'エナジーボール', 'マジカルシャイン', 'ヘドロウェーブ', 'どくどく']","[72.4, 71.8, 53.7, 36.2, 30.1, 27.0, 20.3, 20.2, 19.8, 10.6]","['おくびょう', 'ずぶとい', 'ひかえめ', 'おだやか', 'わんぱく', 'ようき', 'せっかち', 'むじゃき', 'しんちょう', 'のんき']","[47.3, 27.5, 16.5, 3.8, 0.7, 0.7, 0.4, 0.3, 0.3, 0.3]","['どくげしょう', 'ふしょく']","[96.3, 3.7]","['きあいのタスキ', 'レッドカード', 'エレキシード', 'ふうせん', 'パワフルハーブ', 'とつげきチョッキ', 'こだわりスカーフ', 'ゴツゴツメット', 'イバンのみ', 'くろいヘドロ']","[49.4, 22.3, 7.1, 6.6, 3.8, 2.8, 1.5, 1.4, 0.9, 0.9]","['くさ', 'フェアリー', 'じめん', 'ひこう', 'みず', 'どく', 'ノーマル', 'あく', 'いわ', 'ほのお']","[58.2, 15.7, 7.8, 6.3, 3.0, 2.2, 1.7, 1.4, 0.9, 0.6]"
0888-000,23,888,0,ザシアン,れきせんのゆうしゃ,ザシアン(れきせん),"['アイアンヘッド', 'じゃれつく', 'つるぎのまい', 'テラバースト', 'インファイト', 'でんこうせっか', 'くさわけ', 'せいなるつるぎ', 'ワイルドボルト', 'みがわり']","[97.6, 76.9, 73.1, 54.2, 23.6, 23.4, 13.0, 12.3, 11.9, 3.8]","['ようき', 'いじっぱり', 'せっかち', 'わんぱく', 'しんちょう', 'やんちゃ', 'むじゃき', 'おくびょう', 'すなお', 'まじめ']","[83.1, 15.6, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",['ふとうのけん'],[100.0],"['くちたけん', 'こだわりハチマキ', 'いのちのたま', 'とつげきチョッキ', 'こだわりスカーフ', 'たべのこし', 'クリアチャーム', 'きあいのタスキ', 'ラムのみ', 'ようせいのハネ']","[98.6, 0.7, 0.2, 0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0]","['じめん', 'みず', 'ノーマル', 'ステラ', 'フェアリー', 'いわ', 'でんき', 'はがね', 'かくとう', 'くさ']","[36.2, 19.5, 14.6, 8.9, 7.8, 5.5, 3.0, 1.4, 0.6, 0.6]"
0250-000,24,250,0,ホウオウ,,ホウオウ,"['せいなるほのお', 'ブレイブバード', 'じしん', 'じこさいせい', 'テラバースト', 'ふきとばし', 'みがわり', 'アイアンヘッド', 'ダブルウイング', 'ひかりのかべ']","[99.1, 74.5, 69.4, 59.2, 31.8, 28.3, 14.4, 3.7, 3.1, 2.9]","['いじっぱり', 'わんぱく', 'しんちょう', 'ようき', 'のんき', 'ずぶとい', 'なまいき', 'ゆうかん', 'おだやか', 'まじめ']","[47.0, 36.2, 9.0, 3.8, 0.7, 0.6, 0.4, 0.4, 0.4, 0.3]","['さいせいりょく', 'プレッシャー']","[99.4, 0.6]","['あつぞこブーツ', 'とつげきチョッキ', 'こだわりハチマキ', 'こだわりスカーフ', 'ゴツゴツメット', 'たべのこし', 'いのちのたま', 'おんみつマント', 'オボンのみ', 'ひかりのねんど']","[57.9, 22.4, 14.1, 2.4, 0.7, 0.7, 0.5, 0.4, 0.1, 0.1]","['くさ', 'フェアリー', 'じめん', 'でんき', 'はがね', 'ほのお', 'ノーマル', 'みず', 'どく', 'ドラゴン']","[33.4, 30.3, 15.3, 11.0, 4.3, 2.1, 1.2, 0.8, 0.5, 0.3]"
0132-000,25,132,0,メタモン,,メタモン,['へんしん'],[100.0],"['なまいき', 'まじめ', 'のんき', 'おくびょう', 'ようき', 'むじゃき', 'ゆうかん', 'ずぶとい', 'せっかち', 'いじっぱり']","[23.6, 7.3, 6.2, 5.5, 4.9, 4.8, 3.8, 3.6, 3.5, 3.5]","['かわりもの', 'じゅうなん']","[99.8, 0.2]","['こだわりスカーフ', 'きあいのタスキ', 'せんせいのツメ', 'あつぞこブーツ', 'レッドカード', 'ひかりのこな', 'オボンのみ', 'いのちのたま', 'たべのこし', 'しろいハーブ']","[74.2, 14.7, 5.7, 1.6, 1.1, 0.5, 0.5, 0.3, 0.2, 0.2]","['ノーマル', 'ステラ', 'フェアリー', 'はがね', 'ほのお', 'ゴースト', 'みず', 'あく', 'でんき', 'ひこう']","[35.8, 20.2, 19.5, 6.3, 4.3, 3.6, 2.0, 1.7, 1.2, 1.1]"
0472-000,26,472,0,グライオン,,グライオン,"['まもる', 'みがわり', 'どくどく', 'じしん', 'ちょうはつ', 'はたきおとす', 'どくびし', 'つるぎのまい', 'ステルスロック', 'ダブルウイング']","[93.9, 91.7, 89.4, 84.0, 13.9, 5.1, 3.8, 3.1, 2.7, 2.0]","['ようき', 'わんぱく', 'しんちょう', 'いじっぱり', 'おくびょう', 'のんき', 'ずぶとい', 'なまいき', 'きまぐれ', 'おだやか']","[37.6, 34.5, 17.9, 5.3, 1.8, 0.6, 0.5, 0.3, 0.3, 0.2]","['ポイズンヒール', 'かいりきバサミ', 'すながくれ']","[98.5, 1.3, 0.3]","['どくどくだま', 'でんきだま', 'きあいのタスキ', 'いかさまダイス', 'こだわりハチマキ', 'こだわりスカーフ', 'とつげきチョッキ', 'しろいハーブ', 'ゴツゴツメット', 'いのちのたま']","[97.2, 1.6, 0.5, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.0]","['はがね', 'みず', 'フェアリー', 'ノーマル', 'ドラゴン', 'ほのお', 'こおり', 'あく', 'じめん', 'どく']","[57.3, 24.5, 6.0, 5.4, 1.9, 1.9, 0.8, 0.5, 0.5, 0.4]"
1000-000,27,1000,0,サーフゴー,,サーフゴー,"['ゴールドラッシュ', 'シャドーボール', 'じこさいせい', 'わるだくみ', 'トリック', 'でんじは', 'パワージェム', 'たたりめ', '１０まんボルト', 'サイコショック']","[76.9, 73.7, 63.9, 59.9, 29.2, 17.4, 17.3, 13.5, 10.9, 9.9]","['ひかえめ', 'ずぶとい', 'おくびょう', 'おだやか', 'れいせい', 'まじめ', 'うっかりや', 'ようき', 'おっとり', 'せっかち']","[34.8, 33.3, 28.0, 2.3, 0.5, 0.1, 0.1, 0.1, 0.1, 0.1]",['おうごんのからだ'],[100.0],"['おんみつマント', 'こだわりスカーフ', 'こだわりメガネ', 'ゴツゴツメット', 'アッキのみ', 'ふうせん', 'たべのこし', 'オボンのみ', 'ひかりのねんど', 'じゃくてんほけん']","[27.5, 23.8, 12.5, 9.1, 7.1, 6.3, 5.6, 1.1, 1.0, 0.9]","['ひこう', 'みず', 'ノーマル', 'はがね', 'ゴースト', 'フェアリー', 'かくとう', 'ドラゴン', 'あく', 'いわ']","[35.0, 30.1, 17.8, 4.8, 2.7, 2.6, 2.1, 1.2, 1.2, 0.9]"
0748-000,28,748,0,ドヒドイデ,,ドヒドイデ,"['じこさいせい', 'どくどく', 'どくびし', 'くろいきり', 'トーチカ', 'アクアブレイク', 'ひやみず', 'どくづき', 'まとわりつく', 'まもる']","[98.0, 85.1, 79.4, 71.0, 27.0, 11.1, 9.3, 6.0, 4.6, 2.2]","['ずぶとい', 'わんぱく', 'のんき', 'おだやか', 'しんちょう', 'なまいき', 'いじっぱり', 'ひかえめ', 'ゆうかん', 'てれや']","[51.0, 27.2, 10.7, 4.9, 2.9, 1.5, 0.3, 0.3, 0.1, 0.1]","['さいせいりょく', 'ひとでなし', 'じゅうなん']","[98.9, 0.6, 0.4]","['ゴツゴツメット', 'くろいヘドロ', 'メンタルハーブ', 'たべのこし', 'レッドカード', 'きあいのタスキ', 'おんみつマント', 'ばんのうがさ', 'オボンのみ', 'しめつけバンド']","[48.9, 23.0, 16.0, 5.9, 3.2, 1.0, 0.4, 0.4, 0.2, 0.2]","['フェアリー', 'くさ', 'どく', 'ノーマル', 'じめん', 'みず', 'あく', 'むし', 'ひこう', 'はがね']","[67.5, 10.5, 6.4, 3.9, 3.2, 1.6, 1.4, 1.3, 1.0, 1.0]"
0778-000,29,778,0,ミミッキュ,,ミミッキュ,"['じゃれつく', 'かげうち', 'のろい', 'トリックルーム', 'シャドークロー', 'つるぎのまい', 'でんじは', 'トリック', 'みがわり', 'いたみわけ']","[80.6, 71.6, 61.2, 34.3, 28.0, 24.5, 14.8, 14.6, 11.4, 10.8]","['いじっぱり', 'ようき', 'ゆうかん', 'しんちょう', 'おくびょう', 'わんぱく', 'のんき', 'なまいき', 'ずぶとい', 'むじゃき']","[41.8, 27.9, 16.1, 3.0, 2.8, 2.7, 2.3, 0.6, 0.5, 0.4]",['ばけのかわ'],[100.0],"['いのちのたま', 'こだわりスカーフ', 'メンタルハーブ', 'ゴツゴツメット', 'おんみつマント', 'こうこうのしっぽ', 'ひかりのこな', 'イバンのみ', 'レッドカード', 'ジャポのみ']","[38.4, 10.5, 8.2, 7.9, 5.3, 4.9, 4.2, 3.3, 2.2, 1.7]","['ゴースト', 'ステラ', 'ノーマル', 'フェアリー', 'かくとう', 'みず', 'じめん', 'くさ', 'はがね', 'いわ']","[38.3, 18.2, 13.1, 12.3, 3.5, 3.1, 2.8, 1.8, 1.6, 1.5]"
0382-000,30,382,0,カイオーガ,カイオーガのすがた,カイオーガ,"['かみなり', 'れいとうビーム', 'しおふき', 'なみのり', 'こんげんのはどう', 'テラバースト', 'でんじは', 'めいそう', 'ぜったいれいど', 'みがわり']","[91.4, 80.8, 69.0, 53.5, 40.7, 26.6, 13.4, 8.3, 6.0, 2.4]","['おくびょう', 'ひかえめ', 'ずぶとい', 'れいせい', 'おだやか', 'てれや', 'ようき', 'がんばりや', 'おっとり', 'せっかち']","[47.5, 33.4, 14.8, 1.7, 0.7, 0.2, 0.2, 0.2, 0.2, 0.1]",['あめふらし'],[100.0],"['こだわりスカーフ', 'ゴツゴツメット', 'とつげきチョッキ', 'こだわりメガネ', 'たべのこし', 'しんぴのしずく', 'しめったいわ', 'オボンのみ', 'いのちのたま', 'ラムのみ']","[47.3, 13.5, 12.8, 12.0, 5.7, 2.5, 1.8, 1.3, 0.9, 0.4]","['みず', 'フェアリー', 'でんき', 'くさ', 'じめん', 'どく', 'ひこう', 'こおり', 'はがね', 'ドラゴン']","[56.0, 25.3, 5.6, 4.7, 3.5, 1.8, 1.0, 0.9, 0.3, 0.2]"
0934-000,31,934,0,キョジオーン,,キョジオーン,"['しおづけ', 'じこさいせい', 'まもる', 'のろい', 'みがわり', 'てっぺき', 'ステルスロック', 'ボディプレス', 'じわれ', 'じしん']","[98.8, 98.1, 54.5, 52.5, 27.6, 19.6, 14.4, 12.4, 6.8, 4.1]","['わんぱく', 'しんちょう', 'のんき', 'なまいき', 'いじっぱり', 'ずぶとい', 'おだやか', 'のうてんき', 'ゆうかん', 'ようき']","[52.4, 36.4, 5.0, 2.1, 1.5, 0.7, 0.3, 0.3, 0.2, 0.2]","['きよめのしお', 'がんじょう', 'クリアボディ']","[93.3, 6.5, 0.2]","['たべのこし', 'オボンのみ', 'おんみつマント', 'ゴツゴツメット', 'イバンのみ', 'レッドカード', 'かえんだま', 'ひかりのこな', 'タラプのみ', 'メンタルハーブ']","[81.0, 5.2, 3.1, 3.0, 1.6, 1.1, 0.7, 0.5, 0.5, 0.5]","['ゴースト', 'どく', 'みず', 'フェアリー', 'ひこう', 'はがね', 'くさ', 'ほのお', 'じめん', 'かくとう']","[56.6, 14.1, 10.9, 6.0, 5.6, 2.0, 1.8, 0.7, 0.6, 0.5]"
0980-000,32,980,0,ドオー,,ドオー,"['じこさいせい', 'じしん', 'どくどく', 'ステルスロック', 'どくびし', 'あくび', 'まもる', 'どくづき', 'のろい', 'くろいきり']","[89.2, 88.9, 59.6, 43.7, 39.8, 26.2, 10.4, 7.6, 6.3, 6.2]","['しんちょう', 'わんぱく', 'なまいき', 'のんき', 'おだやか', 'いじっぱり', 'ずぶとい', 'ゆうかん', 'がんばりや', 'おくびょう']","[65.6, 20.4, 6.4, 2.6, 1.2, 1.1, 0.7, 0.3, 0.2, 0.2]","['ちょすい', 'てんねん', 'どくのトゲ']","[84.7, 15.0, 0.3]","['くろいヘドロ', 'たべのこし', 'オボンのみ', 'おんみつマント', 'メンタルハーブ', 'レッドカード', 'ゴツゴツメット', 'きあいのタスキ', 'こだわりハチマキ', 'ふうせん']","[48.2, 23.3, 14.7, 4.5, 2.5, 1.4, 0.9, 0.8, 0.4, 0.4]","['ほのお', 'どく', 'フェアリー', 'はがね', 'みず', 'ノーマル', 'あく', 'じめん', 'ゴースト', 'ひこう']","[15.2, 12.7, 12.0, 11.8, 11.4, 9.7, 9.2, 4.7, 4.1, 3.2]"
1001-000,33,1001,0,チオンジェン,,チオンジェン,"['やどりぎのタネ', 'まもる', 'イカサマ', 'みがわり', 'ギガドレイン', 'カタストロフィ', 'はたきおとす', 'バークアウト', 'ちょうはつ', 'あくのはどう']","[96.3, 85.0, 76.1, 64.8, 26.5, 15.3, 14.9, 5.1, 3.8, 2.5]","['おだやか', 'ずぶとい', 'わんぱく', 'しんちょう', 'なまいき', 'のんき', 'ひかえめ', 'れいせい', 'いじっぱり', 'ようき']","[40.5, 32.5, 10.9, 8.0, 2.0, 1.9, 1.6, 0.6, 0.3, 0.2]",['わざわいのおふだ'],[100.0],"['たべのこし', 'とつげきチョッキ', 'おおきなねっこ', 'オボンのみ', 'おんみつマント', 'ゴツゴツメット', 'こだわりメガネ', 'いのちのたま', 'じゃくてんほけん', 'ラムのみ']","[92.6, 2.0, 1.8, 1.0, 0.6, 0.5, 0.2, 0.1, 0.1, 0.1]","['フェアリー', 'どく', 'みず', 'ほのお', 'はがね', 'あく', 'くさ', 'ゴースト', 'でんき', 'ノーマル']","[31.9, 29.7, 20.5, 14.7, 1.5, 0.5, 0.4, 0.3, 0.2, 0.2]"
0901-000,34,901,0,ガチグマ,,ガチグマ,"['からげんき', 'じしん', 'くさわけ', 'つるぎのまい', 'ぶちかまし', 'ドレインパンチ', 'まもる', 'じゃれつく', 'れいとうパンチ', 'かみくだく']","[94.5, 67.1, 52.0, 46.8, 31.0, 27.9, 19.6, 9.1, 5.3, 5.0]","['いじっぱり', 'ようき', 'ゆうかん', 'しんちょう', 'わんぱく', 'さみしがり', 'のんき', 'なまいき', 'てれや', 'がんばりや']","[64.7, 19.7, 11.3, 1.6, 0.8, 0.7, 0.3, 0.1, 0.1, 0.1]","['こんじょう', 'ぼうだん', 'きんちょうかん']","[98.0, 1.9, 0.0]","['かえんだま', 'とつげきチョッキ', 'たべのこし', 'オボンのみ', 'クリアチャーム', 'こだわりハチマキ', 'いかさまダイス', 'どくどくだま', 'エレキシード', 'パンチグローブ']","[92.0, 6.5, 0.6, 0.3, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0]","['ノーマル', 'フェアリー', 'ゴースト', 'みず', 'どく', 'かくとう', 'くさ', 'ほのお', 'はがね', 'じめん']","[57.2, 19.2, 5.8, 5.8, 4.8, 1.5, 1.2, 1.2, 1.2, 0.8]"
0898-001,35,898,1,バドレックス,はくばじょうのすがた,バドレックス(はくば),"['ブリザードランス', '１０まんばりき', 'トリックルーム', 'テラバースト', 'つるぎのまい', 'つららばり', 'タネマシンガン', 'タネばくだん', 'みがわり', 'やどりぎのタネ']","[87.8, 77.4, 75.0, 43.4, 23.3, 15.7, 14.8, 9.7, 8.4, 6.5]","['ゆうかん', 'いじっぱり', 'ようき', 'わんぱく', 'しんちょう', 'のんき', 'なまいき', 'きまぐれ', 'やんちゃ', 'さみしがり']","[67.0, 19.1, 6.1, 3.5, 1.4, 1.3, 1.0, 0.1, 0.1, 0.1]",['じんばいったい'],[100.0],"['オボンのみ', 'じゃくてんほけん', 'いかさまダイス', 'たべのこし', 'ラムのみ', 'クリアチャーム', 'こだわりハチマキ', 'とつげきチョッキ', 'いのちのたま', 'とけないこおり']","[22.7, 15.1, 12.7, 10.7, 9.6, 5.4, 4.7, 4.6, 4.5, 3.3]","['でんき', 'ほのお', 'じめん', 'みず', 'こおり', 'フェアリー', 'ノーマル', 'くさ', 'どく', 'かくとう']","[42.8, 19.7, 14.9, 11.0, 6.2, 1.2, 1.0, 0.7, 0.6, 0.6]"
0038-001,36,38,1,キュウコン,アローラのすがた,キュウコン(アローラ),"['オーロラベール', 'ムーンフォース', 'アンコール', 'ふぶき', 'フリーズドライ', 'ミストフィールド', 'こごえるかぜ', 'マジカルシャイン', 'バトンタッチ', 'テラバースト']","[98.6, 81.8, 79.2, 45.4, 35.5, 12.1, 8.0, 5.4, 4.1, 3.9]","['おくびょう', 'ずぶとい', 'おだやか', 'ひかえめ', 'ようき', 'おっとり', 'きまぐれ', 'おとなしい', 'しんちょう', 'がんばりや']","[84.9, 7.0, 3.0, 2.9, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]","['ゆきふらし', 'ゆきがくれ']","[99.8, 0.2]","['ひかりのねんど', 'ゴツゴツメット', 'きあいのタスキ', 'つめたいいわ', 'こだわりメガネ', 'メンタルハーブ', 'いのちのたま', 'こだわりスカーフ', 'オボンのみ', 'たべのこし']","[88.3, 4.3, 4.2, 0.8, 0.5, 0.2, 0.2, 0.1, 0.1, 0.1]","['みず', 'ほのお', 'じめん', 'こおり', 'フェアリー', 'ノーマル', 'はがね', 'ゴースト', 'どく', 'あく']","[50.8, 23.7, 8.0, 6.7, 2.2, 1.7, 1.5, 1.5, 0.9, 0.9]"
0485-000,37,485,0,ヒードラン,,ヒードラン,"['だいちのちから', 'マグマストーム', 'ラスターカノン', 'テラバースト', 'おにび', 'ヘビーボンバー', 'ステルスロック', 'ふんえん', 'ちょうはつ', 'まもる']","[76.0, 58.0, 47.2, 40.7, 23.9, 22.8, 21.8, 19.6, 18.6, 14.1]","['ひかえめ', 'ずぶとい', 'おだやか', 'のんき', 'わんぱく', 'おくびょう', 'れいせい', 'なまいき', 'すなお', 'がんばりや']","[35.3, 33.7, 12.9, 6.3, 3.6, 3.5, 1.3, 0.9, 0.6, 0.3]","['もらいび', 'ほのおのからだ']","[96.9, 3.1]","['たべのこし', 'とつげきチョッキ', 'オボンのみ', 'ふうせん', 'ゴツゴツメット', 'とくせいガード', 'こだわりメガネ', 'おんみつマント', 'いのちのたま', 'ヨプのみ']","[28.1, 24.4, 16.3, 11.8, 8.3, 2.2, 2.1, 1.1, 0.8, 0.6]","['フェアリー', 'くさ', 'むし', 'ひこう', 'ゴースト', 'ほのお', 'じめん', 'みず', 'ノーマル', 'どく']","[72.5, 15.4, 6.2, 3.0, 1.0, 0.5, 0.4, 0.4, 0.2, 0.1]"
0937-000,38,937,0,ソウブレイズ,,ソウブレイズ,"['むねんのつるぎ', 'かげうち', 'ビルドアップ', 'つるぎのまい', 'ポルターガイスト', 'テラバースト', 'ちょうはつ', 'おにび', 'インファイト', 'みちづれ']","[99.1, 92.7, 53.7, 28.4, 27.8, 22.5, 16.4, 14.8, 9.5, 6.5]","['いじっぱり', 'わんぱく', 'ようき', 'しんちょう', 'せっかち', 'さみしがり', 'ゆうかん', 'まじめ', 'やんちゃ', 'てれや']","[51.5, 29.2, 11.8, 4.3, 0.4, 0.3, 0.2, 0.2, 0.2, 0.2]","['もらいび', 'くだけるよろい']","[81.7, 18.3]","['きあいのタスキ', 'たべのこし', 'オボンのみ', 'クリアチャーム', 'とつげきチョッキ', 'いのちのたま', 'ゴツゴツメット', 'じゃくてんほけん', 'ラムのみ', 'とくせいガード']","[24.5, 21.9, 18.4, 6.5, 3.6, 3.5, 2.9, 2.3, 1.7, 1.6]","['フェアリー', 'くさ', 'ほのお', 'ノーマル', 'ゴースト', 'かくとう', 'じめん', 'はがね', 'こおり', 'みず']","[80.5, 8.3, 2.8, 2.7, 1.2, 0.9, 0.5, 0.5, 0.5, 0.4]"
0892-000,39,892,0,ウーラオス,いちげきのかた,ウーラオス(いちげき),"['あんこくきょうだ', 'ふいうち', 'インファイト', 'つるぎのまい', 'ドレインパンチ', 'とんぼがえり', 'アイアンヘッド', 'カウンター', 'どくづき', 'ちょうはつ']","[99.8, 84.0, 67.1, 34.8, 25.6, 18.9, 18.3, 15.2, 14.1, 7.5]","['いじっぱり', 'ようき', 'わんぱく', 'まじめ', 'せっかち', 'しんちょう', 'やんちゃ', 'さみしがり', 'むじゃき', 'れいせい']","[71.9, 25.1, 0.6, 0.4, 0.4, 0.3, 0.2, 0.2, 0.2, 0.1]",['ふかしのこぶし'],[100.0],"['きあいのタスキ', 'こだわりスカーフ', 'こだわりハチマキ', 'くろいメガネ', 'いのちのたま', 'パンチグローブ', 'とつげきチョッキ', 'ラムのみ', 'オボンのみ', 'おんみつマント']","[53.9, 13.8, 12.3, 5.8, 3.1, 3.1, 2.1, 1.2, 1.0, 0.8]","['あく', 'どく', 'はがね', 'ゴースト', 'かくとう', 'フェアリー', 'ほのお', 'ステラ', 'じめん', 'みず']","[55.4, 22.9, 8.1, 5.0, 2.6, 1.9, 1.4, 0.8, 0.6, 0.5]"
0994-000,40,994,0,テツノドクガ,,テツノドクガ,"['ほのおのまい', 'ヘドロウェーブ', 'どくびし', 'メテオビーム', 'エナジーボール', 'マジカルシャイン', 'どくどく', 'アシッドボム', 'あさのひざし', 'みがわり']","[92.7, 56.3, 38.8, 34.3, 33.4, 27.8, 19.1, 15.4, 12.7, 12.2]","['おくびょう', 'ひかえめ', 'ずぶとい', 'ようき', 'おだやか', 'むじゃき', 'せっかち', 'わんぱく', 'すなお', 'きまぐれ']","[75.4, 14.2, 3.7, 3.5, 2.0, 0.2, 0.2, 0.1, 0.1, 0.1]",['クォークチャージ'],[100.0],"['パワフルハーブ', 'ブーストエナジー', 'ゴツゴツメット', 'こだわりスカーフ', 'とつげきチョッキ', 'こだわりメガネ', 'きあいのタスキ', 'エレキシード', 'ふうせん', 'くろいヘドロ']","[27.2, 26.6, 9.6, 6.2, 5.2, 5.0, 3.6, 3.4, 3.4, 2.2]","['くさ', 'フェアリー', 'じめん', 'みず', 'ひこう', 'ほのお', 'あく', 'どく', 'ゴースト', 'こおり']","[48.2, 22.8, 4.8, 4.2, 3.6, 3.2, 2.6, 2.4, 2.4, 2.0]"
